greek	lemma	grammar	isopsephy	roman	root	root_translation	root_isopsephy	primes	root_primes	geometry	root_geometry	occurrences
πλουσιος	G4145	A-NSM	1060	plousios	πλουσιος	wealthy; figuratively, abounding with	1060	(2, 5, 53)	(2, 5, 53)	(750, 1499, 612, 1836, 474, 2370, 433, 2596, 655, 1715, 337, 3330)	(750, 1499, 612, 1836, 474, 2370, 433, 2596, 655, 1715, 337, 3330)	2:9, 3:17
ειμι	G1510	V-PXI-1S	65	eimi	ειμι	I exist (used only when emphatic)	65	(5, 13)	(5, 13)	(46, 92, 38, 113, 29, 145, 27, 159, 40, 105, 21, 204)	(46, 92, 38, 113, 29, 145, 27, 159, 40, 105, 21, 204)	1:8, 1:11, 1:17, 1:18, 2:23, 3:17, 18:7, 19:10, 21:6, 22:9, 22:13, 22:16
πεπλουτηκα	G4147	V-RAI-1S	994	peploutēka	πλουτεω	to be (or become) wealthy (literally or figuratively)	1685	(2, 7, 71)	(5, 337)	(703, 1406, 574, 1722, 445, 2223, 406, 2435, 614, 1608, 316, 3123)	(1191, 2383, 973, 2919, 754, 3768, 688, 4127, 1041, 2726, 536, 5294)	3:17
ουδενος	G3762	A-GSN	799	oudenos	ουδεν	not even one (man, woman or thing), i.e. none, nobody, nothing	529	(17, 47)	(23,)	(565, 1130, 461, 1384, 357, 1787, 326, 1957, 494, 1293, 254, 2510)	(374, 748, 305, 916, 237, 1183, 216, 1296, 327, 856, 168, 1662)	3:17
χρειαν	G5532	N-ASF	766	xreian	χρεια	employment, i.e. an affair; also (by implication) occasion, demand, requirement or destitution	716	(2, 383)	(2, 179)	(542, 1083, 442, 1327, 343, 1713, 313, 1876, 473, 1239, 244, 2406)	(506, 1013, 413, 1240, 320, 1601, 292, 1754, 443, 1159, 228, 2249)	3:17, 21:23, 22:5
εχω	G2192	V-PAI-1S	1405	exō	σχεω	to hold (used in very various applications, literally or figuratively, direct or remote; such as possession; ability, contiuity, relation, or condition)	1605	(5, 281)	(3, 5, 107)	(993, 1987, 811, 2434, 628, 3142, 574, 3442, 868, 2273, 447, 4414)	(1135, 2270, 927, 2780, 718, 3589, 655, 3931, 992, 2597, 511, 5042)	1:18, 2:4, 2:14, 2:20, 3:17
οιδας	G1492	V-RAI-2S	285	oidas	ειδω	used only in certain past tenses, the others being borrowed from the equivalent G3700 (εἴδω) and G3708 (εἴδω); properly, to see (literally or figuratively); by implication, (in the perfect tense only) to know	819	(3, 5, 19)	(3, 7, 13)	(202, 403, 165, 494, 127, 637, 116, 698, 176, 461, 91, 895)	(579, 1158, 473, 1419, 366, 1831, 334, 2006, 506, 1325, 261, 2573)	3:17, 7:14
ταλαιπωρος	G5005	A-NSM	1592	talaipōros	ταλαιπωρος	enduring trial, i.e. miserable	1592	(2, 199)	(2, 199)	(1126, 2251, 919, 2757, 712, 3560, 650, 3900, 984, 2576, 507, 5001)	(1126, 2251, 919, 2757, 712, 3560, 650, 3900, 984, 2576, 507, 5001)	3:17
ελεεινος	G1652	A-NSM	375	eleeinos	ελεεινος	pitiable	375	(3, 5)	(3, 5)	(265, 530, 217, 650, 168, 839, 153, 919, 232, 607, 119, 1178)	(265, 530, 217, 650, 168, 839, 153, 919, 232, 607, 119, 1178)	3:17
πτωχος	G4434	A-NSM	2050	ptōxos	πτωχος	akin to G4422 (πτωχός) and the alternate of G4098 (πτωχός)); a beggar (as cringing), i.e. pauper (strictly denoting absolute or public mendicancy, although also used in a qualified or relative sense; whereas G3993 (πτωχός) properly means only straitened circumstances in private), literally (often as noun) or figuratively (distressed)	2050	(2, 5, 41)	(2, 5, 41)	(1450, 2899, 1184, 3551, 917, 4584, 837, 5021, 1267, 3317, 653, 6440)	(1450, 2899, 1184, 3551, 917, 4584, 837, 5021, 1267, 3317, 653, 6440)	3:17
τυφλος	G5185	A-NSM	1500	tuflos	τυφλος	opaque (as if smoky), i.e. (by analogy) blind (physically or mentally)	1500	(2, 3, 5)	(2, 3, 5)	(1061, 2121, 866, 2598, 671, 3354, 612, 3674, 927, 2427, 477, 4712)	(1061, 2121, 866, 2598, 671, 3354, 612, 3674, 927, 2427, 477, 4712)	3:17
γυμνος	G1131	A-NSM	763	gumnos	γυμνος	nude (absolute or relative, literal or figurative)	763	(7, 109)	(7, 109)	(540, 1079, 441, 1322, 341, 1706, 311, 1869, 472, 1235, 243, 2397)	(540, 1079, 441, 1322, 341, 1706, 311, 1869, 472, 1235, 243, 2397)	3:17, 16:15
συμβουλευω	G4823	V-PAI-1S	2347	sumbouleuō	συμβουλευω	to give (or take) advice jointly, i.e. recommend, deliberate or determine	2347	(2347,)	(2347,)	(1660, 3319, 1355, 4065, 1050, 5248, 958, 5749, 1451, 3798, 747, 7373)	(1660, 3319, 1355, 4065, 1050, 5248, 958, 5749, 1451, 3798, 747, 7373)	3:18
αγορασαι	G59	V-AAN	386	agorasai	αγοραζω	properly, to go to market, i.e. (by implication) to purchase; specially, to redeem	982	(2, 193)	(2, 491)	(273, 546, 223, 669, 173, 863, 158, 946, 239, 625, 123, 1213)	(694, 1389, 567, 1701, 439, 2196, 401, 2405, 607, 1589, 313, 3085)	3:18, 13:17
χρυσιον	G5553	N-NSN	1430	xrusion	χρυσιον	a golden article, i.e. gold plating, ornament, or coin	1430	(2, 5, 11, 13)	(2, 5, 11, 13)	(1011, 2022, 826, 2477, 640, 3198, 584, 3503, 884, 2314, 455, 4492)	(1011, 2022, 826, 2477, 640, 3198, 584, 3503, 884, 2314, 455, 4492)	3:18, 21:18, 21:21
πεπυρωμενον	G4448	V-RPP-ASN	1680	pepurōmenon	πυροω	to kindle, i.e. (passively) to be ignited, glow (literally), be refined (by implication), or (figuratively) to be inflamed (with anger, grief, lust)	1450	(2, 3, 5, 7)	(2, 5, 29)	(1188, 2376, 970, 2910, 751, 3757, 686, 4115, 1038, 2718, 535, 5278)	(1025, 2051, 837, 2511, 648, 3242, 592, 3552, 896, 2346, 462, 4555)	3:18
πυρος	G4442	N-GSN	850	puros	πυρ	fire (literally or figuratively, specially, lightning)	580	(2, 5, 17)	(2, 5, 29)	(601, 1202, 491, 1472, 380, 1901, 347, 2082, 525, 1375, 271, 2670)	(410, 820, 335, 1005, 259, 1297, 237, 1421, 358, 938, 185, 1822)	1:14, 2:18, 3:18, 4:5, 8:5, 9:18, 10:1, 14:18, 19:12, 19:20, 20:10, 20:14, 20:15
πλουτησης	G4147	V-AAS-2S	1296	ploutēsēs	πλουτεω	to be (or become) wealthy (literally or figuratively)	1685	(2, 3)	(5, 337)	(916, 1833, 748, 2245, 580, 2898, 529, 3175, 801, 2097, 413, 4072)	(1191, 2383, 973, 2919, 754, 3768, 688, 4127, 1041, 2726, 536, 5294)	3:18
ιματια	G2440	N-APN	362	imatia	ιματιον	a dress (inner or outer)	481	(2, 181)	(13, 37)	(256, 512, 209, 627, 162, 809, 148, 887, 224, 586, 115, 1137)	(340, 680, 278, 833, 215, 1076, 196, 1178, 297, 778, 153, 1511)	3:4, 3:18, 16:15
λευκα	G3022	A-APN	456	leuka	λευκος	white	725	(2, 3, 19)	(5, 29)	(322, 645, 263, 790, 204, 1020, 186, 1117, 282, 738, 145, 1433)	(513, 1025, 419, 1256, 324, 1621, 296, 1776, 448, 1173, 231, 2278)	3:18
περιβαλη	G4016	V-2AMS-2S	236	peribalē	περιβαλλω	to throw all around, i.e. invest (with a palisade or with clothing)	1058	(2, 59)	(2, 23)	(167, 334, 136, 409, 106, 528, 96, 578, 146, 382, 75, 741)	(748, 1496, 611, 1833, 473, 2366, 432, 2592, 654, 1712, 337, 3324)	3:18
φανερωθη	G5319	V-APS-3S	1473	fanerōthē	φανεροω	to render apparent (literally or figuratively)	1526	(3, 491)	(2, 7, 109)	(1042, 2083, 850, 2551, 659, 3294, 601, 3608, 910, 2383, 469, 4628)	(1079, 2158, 881, 2643, 682, 3412, 623, 3738, 943, 2469, 486, 4794)	3:18
αισχυνη	G152	N-NSF	1269	aisxunē	αισχυνη	shame or disgrace (abstractly or concretely)	1269	(3, 47)	(3, 47)	(897, 1795, 733, 2198, 568, 2838, 518, 3108, 784, 2053, 404, 3987)	(897, 1795, 733, 2198, 568, 2838, 518, 3108, 784, 2053, 404, 3987)	3:18
γυμνοτητος	G1132	N-GSF	1441	gumnotētos	γυμνοτης	nudity (absolute or comparative)	1071	(11, 131)	(3, 7, 17)	(1019, 2038, 832, 2496, 644, 3222, 588, 3530, 891, 2332, 459, 4527)	(757, 1515, 618, 1855, 479, 2395, 437, 2623, 662, 1733, 341, 3365)	3:18
κολλουριον	G2854	N-ASN	850	kollourion	κολλουριον	prob akin to the base of G2853 (κολλούριον)); properly, a poultice (as made of or in the form of crackers), i.e. (by analogy) a plaster	850	(2, 5, 17)	(2, 5, 17)	(601, 1202, 491, 1472, 380, 1901, 347, 2082, 525, 1375, 271, 2670)	(601, 1202, 491, 1472, 380, 1901, 347, 2082, 525, 1375, 271, 2670)	3:18
εγχρισον	G1472	V-AAM-2S	1038	egxrison	εγχριω	to rub in (oil), i.e. besmear	1518	(2, 3, 173)	(2, 3, 11, 23)	(734, 1468, 599, 1798, 464, 2321, 424, 2543, 642, 1680, 330, 3261)	(1073, 2147, 876, 2629, 679, 3394, 620, 3718, 938, 2456, 483, 4769)	3:18
οφθαλμους	G3788	N-APM	1320	ofthalmous	οφθαλμος	the eye (literally or figuratively); by implication, vision; figuratively, envy (from the jealous side-glance)	920	(2, 3, 5, 11)	(2, 5, 23)	(933, 1867, 762, 2286, 590, 2952, 539, 3233, 816, 2136, 420, 4147)	(651, 1301, 531, 1593, 411, 2057, 376, 2254, 569, 1489, 293, 2890)	2:18, 3:18, 5:6
βλεπης	G991	V-PAS-2S	325	blepēs	βλεπω	to look at (literally or figuratively)	917	(5, 13)	(7, 131)	(230, 460, 188, 563, 145, 727, 133, 796, 201, 526, 103, 1021)	(648, 1297, 529, 1588, 410, 2050, 374, 2246, 567, 1484, 292, 2881)	3:18
φιλω	G5368	V-PAS-1S	1340	filō	φιλεω	to be a friend to (fond of (an individual or an object)), i.e. have affection for (denoting personal attachment, as a matter of sentiment or feeling; while G25 (φιλέω) is wider, embracing especially the judgment and the deliberate assent of the will as a matter of principle, duty and propriety: the two thus stand related very much as G2309 (φιλέω) and G1014 (φιλέω), or as G2372 (φιλέω) and G3563 (φιλέω) respectively; the former being chiefly of the heart and the latter of the head); specially, to kiss (as a mark of tenderness)	1345	(2, 5, 67)	(5, 269)	(948, 1895, 774, 2321, 599, 2996, 547, 3282, 828, 2168, 427, 4210)	(951, 1902, 777, 2330, 602, 3008, 549, 3295, 831, 2176, 428, 4225)	3:19
ελεγχω	G1651	V-PAI-1S	1443	elegxō	ελεγχω	to confute, admonish	1443	(3, 13, 37)	(3, 13, 37)	(1020, 2041, 833, 2499, 645, 3227, 589, 3535, 892, 2335, 459, 4533)	(1020, 2041, 833, 2499, 645, 3227, 589, 3535, 892, 2335, 459, 4533)	3:19
παιδευω	G3811	V-PAI-1S	1300	paideuō	παιδευω	to train up a child, i.e. educate, or (by implication), discipline (by punishment)	1300	(2, 5, 13)	(2, 5, 13)	(919, 1838, 751, 2252, 581, 2907, 531, 3184, 803, 2103, 414, 4084)	(919, 1838, 751, 2252, 581, 2907, 531, 3184, 803, 2103, 414, 4084)	3:19
ζηλωσον	G2206	V-AAM-2S	1165	zēlōson	ζηλοω	to have warmth of feeling for or against	915	(5, 233)	(3, 5, 61)	(824, 1648, 673, 2018, 521, 2605, 476, 2854, 720, 1885, 371, 3660)	(647, 1294, 528, 1585, 409, 2046, 374, 2241, 566, 1481, 291, 2875)	3:19
μετανοησον	G3340	V-AAM-2S	794	metanoēson	μετανοεω	to think differently or afterwards, i.e. reconsider (morally, feel compunction)	1271	(2, 397)	(31, 41)	(561, 1123, 458, 1375, 355, 1775, 324, 1945, 491, 1285, 253, 2494)	(899, 1797, 734, 2201, 568, 2842, 519, 3113, 786, 2057, 405, 3993)	2:5, 2:16, 3:3, 3:19
ιδου	G2400	V-2AAM-2S	484	idou	ιδου	used as imperative lo!; 	484	(2, 11)	(2, 11)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	1:7, 1:18, 2:10, 2:22, 3:8, 3:9, 3:11, 3:20, 4:1, 4:2, 5:5, 5:6, 6:2, 6:5, 6:8, 6:12, 7:9, 9:12, 11:14, 12:3, 14:1, 14:14, 15:5, 16:15, 19:11, 21:3, 21:5, 22:7, 22:12
εστηκα	G2476	V-RAI-1S	534	estēka	ιστημι	to stand (transitively or intransitively), used in various applications (literally or figuratively)	568	(2, 3, 89)	(2, 71)	(378, 755, 308, 925, 239, 1194, 218, 1308, 330, 864, 170, 1678)	(402, 803, 328, 984, 254, 1270, 232, 1391, 351, 919, 181, 1784)	3:20
θυραν	G2374	N-ASF	560	thuran	θυρα	a portal or entrance (the opening or the closure, literally or figuratively)	510	(2, 5, 7)	(2, 3, 5, 17)	(396, 792, 323, 970, 250, 1252, 229, 1372, 346, 906, 178, 1759)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	3:8, 3:20
κρουω	G2925	V-PAI-1S	1390	krouō	κρουω	to rap	1390	(2, 5, 139)	(2, 5, 139)	(983, 1966, 803, 2408, 622, 3108, 567, 3405, 859, 2249, 442, 4367)	(983, 1966, 803, 2408, 622, 3108, 567, 3405, 859, 2249, 442, 4367)	3:20
ακουση	G191	V-AAS-3S	699	akousē	ακουω	to hear (in various senses)	1291	(3, 233)	(1291,)	(494, 989, 404, 1211, 313, 1563, 285, 1712, 432, 1131, 222, 2196)	(913, 1826, 745, 2236, 577, 2887, 527, 3162, 798, 2089, 411, 4056)	3:20
φωνης	G5456	N-GSF	1558	fōnēs	φωνη	a tone (articulate, bestial or artificial); by implication, an address (for any purpose), saying or language	1358	(2, 19, 41)	(2, 7, 97)	(1102, 2203, 900, 2699, 697, 3484, 636, 3816, 963, 2521, 496, 4895)	(960, 1921, 784, 2352, 607, 3037, 554, 3326, 839, 2197, 432, 4266)	3:20, 6:1, 10:7, 14:13, 16:1, 21:3
ανοιξη	G455	V-AAS-3S	199	anoicē	ανοιγω	to open up (literally or figuratively, in various applications)	934	(199,)	(2, 467)	(141, 281, 115, 345, 89, 445, 81, 487, 123, 322, 63, 625)	(660, 1321, 539, 1618, 418, 2088, 381, 2288, 577, 1511, 297, 2934)	3:20
θυραν	G2374	N-ASF	560	thuran	θυρα	a portal or entrance (the opening or the closure, literally or figuratively)	510	(2, 5, 7)	(2, 3, 5, 17)	(396, 792, 323, 970, 250, 1252, 229, 1372, 346, 906, 178, 1759)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	3:8, 3:20
εισελευσομαι	G1525	V-FDI-1S	976	eiseleusomai	εισερχομαι	to enter (literally or figuratively)	1041	(2, 61)	(3, 347)	(690, 1380, 563, 1690, 436, 2182, 398, 2391, 603, 1579, 311, 3066)	(736, 1472, 601, 1803, 466, 2328, 425, 2550, 643, 1684, 331, 3270)	3:20
δειπνησω	G1172	V-FAI-1S	1157	deipnēsō	δειπνεω	to dine, i.e. take the principle (or evening) meal	954	(13, 89)	(2, 3, 53)	(818, 1636, 668, 2004, 517, 2587, 472, 2834, 715, 1872, 368, 3635)	(675, 1349, 551, 1652, 427, 2133, 389, 2337, 590, 1544, 304, 2997)	3:20
νικων	G3528	V-PAP-NSM	930	nikōn	νικαω	to subdue (literally or figuratively)	881	(2, 3, 5, 31)	(881,)	(658, 1315, 537, 1611, 416, 2080, 380, 2278, 575, 1505, 296, 2922)	(623, 1246, 509, 1526, 394, 1970, 360, 2158, 544, 1425, 280, 2768)	2:11, 2:26, 3:5, 3:12, 3:21, 6:2, 21:7
δωσω	G1325	V-FAI-1S	1804	dōsō	διδωμι	to give (used in a very wide application, properly, or by implication, literally or figuratively; greatly modified by the connection)	868	(2, 11, 41)	(2, 7, 31)	(1276, 2551, 1042, 3125, 807, 4034, 736, 4419, 1115, 2919, 574, 5667)	(614, 1228, 501, 1503, 388, 1941, 354, 2126, 536, 1404, 276, 2727)	2:7, 2:10, 2:17, 2:23, 2:26, 2:28, 3:21, 11:3, 21:6
καθισαι	G2523	V-AAN	251	kathisai	καθιζω	to seat down, i.e. set (figuratively, appoint); intransitively, to sit (down); figuratively, to settle (hover, dwell)	847	(251,)	(7, 11)	(177, 355, 145, 435, 112, 561, 102, 615, 155, 406, 80, 789)	(599, 1198, 489, 1467, 379, 1894, 346, 2075, 523, 1370, 270, 2661)	3:21
θρονω	G2362	N-DSM	1029	thronō	θρονος	"a stately seat (""throne""); by implication, power or (concretely) a potentate"	499	(3, 7)	(499,)	(728, 1455, 594, 1782, 460, 2301, 420, 2521, 636, 1665, 328, 3233)	(353, 706, 288, 864, 223, 1116, 204, 1222, 308, 807, 159, 1568)	3:21
ως	G5613	ADV	1000	ōs	ως	which how, i.e. in that manner (very variously used, as follows)	1000	(2, 5)	(2, 5)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	(707, 1414, 577, 1732, 447, 2236, 408, 2449, 618, 1618, 318, 3142)	1:10, 1:14, 1:15, 1:16, 1:17, 2:18, 2:24, 2:27, 3:3, 3:21, 4:1, 4:7, 5:6, 6:1, 6:11, 6:12, 6:13, 6:14, 8:1, 8:8, 8:10, 9:2, 9:3, 9:5, 9:7, 9:8, 9:9, 9:17, 10:1, 10:7, 10:9, 10:10, 12:15, 13:2, 13:3, 13:11, 14:2, 14:3, 15:2, 16:3, 16:15, 16:21, 17:12, 18:6, 18:21, 19:6, 19:12, 20:8, 21:2, 21:11, 21:21, 22:1, 22:12
ενικησα	G3528	V-AAI-1S	294	enikēsa	νικαω	to subdue (literally or figuratively)	881	(2, 3, 7)	(881,)	(208, 416, 170, 509, 131, 657, 120, 720, 182, 476, 94, 924)	(623, 1246, 509, 1526, 394, 1970, 360, 2158, 544, 1425, 280, 2768)	3:21
εκαθισα	G2523	V-AAI-1S	246	ekathisa	καθιζω	to seat down, i.e. set (figuratively, appoint); intransitively, to sit (down); figuratively, to settle (hover, dwell)	847	(2, 3, 41)	(7, 11)	(174, 348, 142, 426, 110, 550, 100, 603, 152, 398, 78, 773)	(599, 1198, 489, 1467, 379, 1894, 346, 2075, 523, 1370, 270, 2661)	3:21
πατρος	G3962	N-GSM	751	patros	πατηρ	"a ""father"" (literally or figuratively, near or more remote)"	489	(751,)	(3, 163)	(531, 1062, 434, 1301, 336, 1679, 307, 1840, 464, 1215, 239, 2359)	(346, 692, 282, 847, 219, 1093, 200, 1198, 302, 791, 156, 1536)	2:27, 3:5, 3:21, 14:1
θρονω	G2362	N-DSM	1029	thronō	θρονος	"a stately seat (""throne""); by implication, power or (concretely) a potentate"	499	(3, 7)	(499,)	(728, 1455, 594, 1782, 460, 2301, 420, 2521, 636, 1665, 328, 3233)	(353, 706, 288, 864, 223, 1116, 204, 1222, 308, 807, 159, 1568)	3:21
εχων	G2192	V-PAP-NSM	1455	exōn	σχεω	to hold (used in very various applications, literally or figuratively, direct or remote; such as possession; ability, contiuity, relation, or condition)	1605	(3, 5, 97)	(3, 5, 107)	(1029, 2058, 840, 2520, 651, 3253, 594, 3564, 899, 2354, 463, 4571)	(1135, 2270, 927, 2780, 718, 3589, 655, 3931, 992, 2597, 511, 5042)	1:16, 2:7, 2:11, 2:12, 2:17, 2:18, 2:29, 3:1, 3:6, 3:7, 3:13, 3:22, 6:2, 6:5, 8:3, 12:3, 12:12, 13:17, 13:18, 14:14, 14:17, 14:18, 17:9, 19:12, 20:6
ους	G3775	N-ASN	670	ous	ους	the ear (physically or mentally)	670	(2, 5, 67)	(2, 5, 67)	(474, 948, 387, 1160, 300, 1498, 274, 1641, 414, 1084, 213, 2105)	(474, 948, 387, 1160, 300, 1498, 274, 1641, 414, 1084, 213, 2105)	2:7, 2:11, 2:17, 2:29, 3:6, 3:13, 3:22, 13:9
ακουσατω	G191	V-AAM-3S	1792	akousatō	ακουω	to hear (in various senses)	1291	(2, 7)	(1291,)	(1267, 2534, 1035, 3104, 801, 4007, 732, 4389, 1108, 2900, 570, 5630)	(913, 1826, 745, 2236, 577, 2887, 527, 3162, 798, 2089, 411, 4056)	2:7, 2:11, 2:17, 2:29, 3:6, 3:13, 3:22, 13:9
πνευμα	G4151	N-NSN	576	pneuma	πνευμα	a current of air, i.e. breath (blast) or a breeze; by analogy or figuratively, a spirit, i.e. (human) the rational soul, (by implication) vital principle, mental disposition, etc., or (superhuman) an angel, demon, or (divine) God, Christ's spirit, the Holy Spirit	576	(2, 3)	(2, 3)	(407, 815, 333, 998, 258, 1288, 235, 1411, 356, 932, 183, 1810)	(407, 815, 333, 998, 258, 1288, 235, 1411, 356, 932, 183, 1810)	2:7, 2:11, 2:17, 2:29, 3:6, 3:13, 3:22, 11:11, 13:15, 14:13, 19:10, 22:17
λεγει	G3004	V-PAI-3S	53	legei	λεγω	"properly, to ""lay"" forth, i.e. (figuratively) relate (in words (usually of systematic or set discourse; whereas G2036 (λέγω) and G5346 (λέγω) generally refer to an individual expression or speech respectively; while G4483 (λέγω) is properly to break silence merely, and G2980 (λέγω) means an extended or random harangue)); by implication, to mean"	838	(53,)	(2, 419)	(37, 75, 31, 92, 24, 119, 22, 130, 33, 86, 17, 167)	(593, 1185, 484, 1451, 375, 1874, 342, 2053, 518, 1356, 267, 2633)	1:8, 2:1, 2:7, 2:8, 2:11, 2:12, 2:17, 2:18, 2:29, 3:1, 3:6, 3:7, 3:13, 3:14, 3:22, 5:5, 10:9, 10:11, 14:13, 17:15, 18:7, 19:9, 19:10, 21:5, 22:9, 22:10, 22:20
εκκλησιαις	G1577	N-DPF	504	ekklēsiais	εκκλησια	a calling out, i.e. (concretely) a popular meeting, especially a religious congregation (Jewish synagogue, or Christian community of members on earth or saints in heaven or both)	294	(2, 3, 7)	(2, 3, 7)	(356, 713, 291, 873, 225, 1127, 206, 1235, 311, 815, 160, 1583)	(208, 416, 170, 509, 131, 657, 120, 720, 182, 476, 94, 924)	1:4, 1:11, 2:7, 2:11, 2:17, 2:29, 3:6, 3:13, 3:22, 22:16
ειδον	G1492	V-2AAI-1S	139	eidon	ειδω	used only in certain past tenses, the others being borrowed from the equivalent G3700 (εἴδω) and G3708 (εἴδω); properly, to see (literally or figuratively); by implication, (in the perfect tense only) to know	819	(139,)	(3, 7, 13)	(98, 197, 80, 241, 62, 311, 57, 340, 86, 225, 44, 437)	(579, 1158, 473, 1419, 366, 1831, 334, 2006, 506, 1325, 261, 2573)	1:12, 1:17, 4:1, 4:4, 5:1, 5:2, 5:6, 5:11, 6:1, 6:2, 6:5, 6:8, 6:9, 6:12, 7:1, 7:2, 7:9, 8:2, 8:13, 9:1, 9:17, 10:1, 10:5, 13:1, 13:2, 13:3, 13:11, 14:1, 14:6, 14:14, 15:1, 15:2, 15:5, 16:13, 17:3, 17:6, 18:1, 19:11, 19:17, 19:19, 20:1, 20:4, 20:11, 20:12, 21:1, 21:2, 21:22
ιδου	G2400	V-2AAM-2S	484	idou	ιδου	used as imperative lo!; 	484	(2, 11)	(2, 11)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	(342, 684, 279, 838, 216, 1082, 198, 1186, 299, 783, 154, 1521)	1:7, 1:18, 2:10, 2:22, 3:8, 3:9, 3:11, 3:20, 4:1, 4:2, 5:5, 5:6, 6:2, 6:5, 6:8, 6:12, 7:9, 9:12, 11:14, 12:3, 14:1, 14:14, 15:5, 16:15, 19:11, 21:3, 21:5, 22:7, 22:12
θυρα	G2374	N-NSF	510	thura	θυρα	a portal or entrance (the opening or the closure, literally or figuratively)	510	(2, 3, 5, 17)	(2, 3, 5, 17)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	(361, 721, 294, 883, 228, 1140, 208, 1249, 315, 825, 162, 1602)	4:1
ηνεωγμενη	G455	V-RPP-NSF	969	ēneōgmenē	ανοιγω	to open up (literally or figuratively, in various applications)	934	(3, 17, 19)	(2, 467)	(685, 1370, 559, 1678, 433, 2167, 396, 2374, 599, 1568, 308, 3044)	(660, 1321, 539, 1618, 418, 2088, 381, 2288, 577, 1511, 297, 2934)	4:1
ουρανω	G3772	N-DSM	1421	ouranō	ουρανος	the sky; by extension, heaven (as the abode of God); by implication, happiness, power, eternity; specially, the Gospel (Christianity)	891	(7, 29)	(3, 11)	(1005, 2010, 820, 2461, 635, 3177, 580, 3481, 878, 2299, 452, 4464)	(630, 1260, 514, 1543, 398, 1992, 364, 2182, 551, 1442, 284, 2799)	4:1, 4:2, 5:3, 5:13, 8:1, 11:15, 11:19, 12:1, 12:3, 12:7, 12:8, 12:10, 13:6, 14:17, 15:1, 15:5, 19:1, 19:14
φωνη	G5456	N-DSF	1358	fōnē	φωνη	a tone (articulate, bestial or artificial); by implication, an address (for any purpose), saying or language	1358	(2, 7, 97)	(2, 7, 97)	(960, 1921, 784, 2352, 607, 3037, 554, 3326, 839, 2197, 432, 4266)	(960, 1921, 784, 2352, 607, 3037, 554, 3326, 839, 2197, 432, 4266)	1:15, 4:1, 5:2, 5:12, 6:10, 7:2, 7:10, 8:13, 9:9, 10:3, 10:8, 14:7, 14:9, 14:15, 16:17, 18:2, 18:22, 18:23, 19:5, 19:17
πρωτη	G4413	A-NSF	1288	prōtē	πρωτος	foremost (in time, place, order or importance)	1550	(2, 7, 23)	(2, 5, 31)	(911, 1822, 744, 2231, 576, 2880, 526, 3155, 796, 2084, 410, 4046)	(1096, 2192, 895, 2685, 693, 3466, 633, 3797, 958, 2508, 493, 4869)	4:1, 20:5, 20:6, 21:1
ην	G2258	V-IXI-3S	58	ēn	ην	I (thou, etc.) was (wast or were)	58	(2, 29)	(2, 29)	(41, 82, 33, 100, 26, 130, 24, 142, 36, 94, 18, 182)	(41, 82, 33, 100, 26, 130, 24, 142, 36, 94, 18, 182)	1:1, 1:4, 1:8, 4:1, 4:3, 4:8, 6:9, 9:10, 10:8, 10:10, 11:17, 13:2, 16:5, 17:8, 17:11, 17:18, 21:18, 21:21
ηκουσα	G191	V-AAI-1S	699	ēkousa	ακουω	to hear (in various senses)	1291	(3, 233)	(1291,)	(494, 989, 404, 1211, 313, 1563, 285, 1712, 432, 1131, 222, 2196)	(913, 1826, 745, 2236, 577, 2887, 527, 3162, 798, 2089, 411, 4056)	1:10, 4:1, 5:11, 5:13, 6:1, 6:3, 6:5, 6:6, 6:7, 7:4, 8:13, 9:13, 9:16, 10:4, 10:8, 12:10, 14:2, 14:13, 16:1, 16:5, 16:7, 18:4, 19:1, 19:6, 21:3, 22:8
