lemma	word	translation
G590	ἀπόδημος	absent from one's own people, i.e. a foreign traveller
G640	ἀπορία	a (state of) quandary
G1703	ἐμπαίκτης	a derider, i.e. (by implication) a false teacher
G4822	συμβιβάζω	causative (by reduplication) of the base of G939 (συμβιβάζω)); to drive together, i.e. unite (in association or affection), (mentally) to infer, show, teach
G3681	ὄνειδος	notoriety, i.e. a taunt (disgrace)
G2980	λαλέω	to talk, i.e. utter words
G1131	γυμνός	nude (absolute or relative, literal or figurative)
G2589	καρδιογνώστης	a heart-knower
G1881	ἐπανίσταμαι	to stand up on, i.e. (figuratively) to attack
G5257	ὑπηρέτης	an under-oarsman, i.e. (generally) subordinate (assistant, sexton, constable)
G2272	ἡσύχιος	properly, keeping one's seat (sedentary), i.e. (by implication) still (undisturbed, undisturbing)
G3520	νῆσος	an island
G93	ἀδικία	(legal) injustice (properly, the quality, by implication, the act); morally, wrongfulness (of character, life or act)
G5573	ψευδολόγος	mendacious, i.e. promulgating erroneous Christian doctrine
G3047	λίψ	the south(- west) wind (as bringing rain, i.e. (by extension) the south quarter)
G5186	τυφλόω	to make blind, i.e. (figuratively) to obscure
G3354	μετρέω	to measure (i.e. ascertain in size by a fixed standard); by implication, to admeasure (i.e. allot by rule)
G2909	κρείττων	stronger, i.e. (figuratively) better, i.e. nobler
G2799	κλαίω	to sob, i.e. wail aloud (whereas 1145 is rather to cry silently)
G4455	πώποτε	at any time, i.e. (with negative particle) at no time
G4260	προβαίνω	to walk forward, i.e. advance (literally, or in years)
G4465	ῥαβδοῦχος	a rod- (the Latin fasces) holder, i.e. a Roman lictor (constable or executioner)
G5303	ὑστέρημα	a deficit; specially, poverty
G5403	Φοινίκη	palm-country; Phœnice (or Phœnicia), a region of Palestine
G447	ἀνίημι	to let up, i.e. (literally) slacken or (figuratively) desert, desist from
G3464	μύρον	"myrrh", i.e. (by implication) perfumed oil
G1125	γράφω	to "grave", especially to write; figuratively, to describe
G4871	συναλίζω	to accumulate, i.e. convene
G2961	κυριεύω	to rule
G2377	θυρωρός	a gate- warden
G3012	λέντιον	a "linen" cloth, i.e. apron
G4057	περισσῶς	superabundantly
G325	ἀναδίδωμι	to hand over
G3116	μακροθυμώς	with long (enduring) temper, i.e. leniently
G1796	ἐνυβρίζω	to insult
G3320	μεσότοιχον	a partition (figuratively)
G633	ἀπονίπτω	to wash off (reflexively, one's own hands symbolically)
G400	ἀναφωνέω	to exclaim
G1576	ἐκκλείω	to shut out (literally or figuratively)
G4626	σκάπτω	to dig
G3900	παράπτωμα	a side-slip (lapse or deviation), i.e. (unintentional) error or (wilful) transgression
G3545	νομίμως	legitimately (specially, agreeably to the rules of the lists)
G2155	εὔσπλαγχνος	well compassioned, i.e. sympathetic
G2964	κυρόω	to make authoritative, i.e. ratify
G1154	Δαμασκός	Damascus, a city of Syria
G936	βασιλεύω	to rule (literally or figuratively)
G5479	χαρά	cheerfulness, i.e. calm delight
G1228	διάβολος	a traducer; specially, Satan (compare H07854)
G1922	ἐπίγνωσις	recognition, i.e. (by implication) full discernment, acknowledgement
G4787	συγκινέω	to move together, i.e. (specially), to excite as a mass (to sedition)
G3811	παιδεύω	to train up a child, i.e. educate, or (by implication), discipline (by punishment)
G935	βασιλεύς	a sovereign (abstractly, relatively, or figuratively)
G4934	συντίθεμαι	to place jointly, i.e. (figuratively) to consent (bargain, stipulate), concur
G3411	μισθωτός	a wage-worker (good or bad)
G1800	Ἐνώς	Enos (i.e. Enosh), a patriarch
G3200	μεμβράνα	a (written) sheep-skin
G348	ἀνακόπτω	to beat back, i.e. check
G3717	ὀρθός	right (as rising), i.e. (perpendicularly) erect (figuratively, honest), or (horizontally) level or direct
G87	ἀδιάκριτος	properly, undistinguished, i.e. (actively) impartial
G1245	διακαθαρίζω	to cleanse perfectly, i.e. (specially) winnow
G4630	Σκευᾶς	left-handed; Scevas (i.e. Scævus), an Israelite
G3500	νέκρωσις	decease; figuratively, impotency
G705	ἀριθμέω	to enumerate or count
G2183	ἐφημερία	diurnality, i.e. (specially) the quotidian rotation or class of the Jewish priests' service at the Temple, as distributed by families
G2954	Κύπρος	Cyprus, an island in the Mediterranean
G426	ἀνετάζω	to investigate (judicially)
G4811	συκοφαντέω	to be a fig-informer (reporter of the law forbidding the exportation of figs from Greece), "sycophant", i.e. (genitive and by extension) to defraud (exact unlawfully, extort)
G3065	Λουκᾶς	Lucas, a Christian
G5132	τράπεζα	a table or stool (as being four-legged), usually for food (figuratively, a meal); also a counter for money (figuratively, a broker's office for loans at interest)
G599	ἀποθνήσκω	to die off (literally or figuratively)
G314	ἀναγινώσκω	to know again, i.e. (by extension) to read
G4793	συγκρίνω	to judge of one thing in connection with another, i.e. combine (spiritual ideas with appropriate expressions) or collate (one person with another by way of contrast or resemblance)
G377	ἀναπίπτω	to fall back, i.e. lie down, lean back
G1016	βοῦς	an ox (as grazing), i.e. an animal of that species ("beef")
G4745	στοά	a colonnade or interior piazza
G3530	Νικόδημος	victorious among his people; Nicodemus, an Israelite
G1447	Ἑβραϊστί	Hebraistically or in the Jewish (Chaldee) language
G5278	ὑπομένω	to stay under (behind), i.e. remain; figuratively, to undergo, i.e. bear (trials), have fortitude, persevere
G4138	πλήρωμα	repletion or completion, i.e. (subjectively) what fills (as contents, supplement, copiousness, multitude), or (objectively) what is filled (as container, performance, period)
G1198	δέσμιος	a captive (as bound)
G1860	ἐπαγγελία	an announcement (for information, assent or pledge; especially a divine assurance of good)
G2017	ἐπιφαύω	to illuminate (figuratively)
G825	Ἀττάλεια	Attaleia, a place in Pamphylia
G4486	ῥήσσω	G2608 (ῥήσσω) being its intensive (with the preposition in composition), and G2352 (ῥήσσω) a shattering to minute fragments; but not a reduction to the constituent particles, like G3089 (ῥήσσω)) or disrupt, lacerate; by implication, to convulse (with spasms); figuratively, to give vent to joyful emotions
G4417	πταίω	to trip, i.e. (figuratively) to err, sin, fail (of salvation)
G653	ἀποστοματίζω	to speak off-hand (properly, dictate), i.e. to catechize (in an invidious manner)
G1917	ἐπιβουλή	a plan against someone, i.e. a plot
G2090	ἑτοιμάζω	to prepare
G253	ἀλυπότερος	more without grief
G5383	φιλοπρωτεύω	to be fond of being first, i.e. ambitious of distinction
G494	Ἀντιπατρίς	Antipatris, a place in Palestine
G4393	προφέρω	to bear forward, i.e. produce
G5536	χρῆμα	something useful or needed, i.e. wealth, price
G1899	ἔπειτα	thereafter
G5067	τέταρτος	fourth
G2596	κατά	(prepositionally) down (in place or time), in varied relations (according to the case (genitive, dative or accusative) with which it is joined)
G5085	Τιβεριάς	Tiberias, the name of a town and a lake in Palestine
G4856	συμφωνέω	to be harmonious, i.e. (figuratively) to accord (be suitable, concur) or stipulate (by compact)
G5379	φιλονεικία	quarrelsomeness, i.e. a dispute
G2535	Κάϊν	Cain, (i.e. Cajin), the son of Adam
G5585	ψηφίζω	to use pebbles in enumeration, i.e. (generally) to compute
G4304	προμελετάω	to premeditate
G2398	ἴδιος	pertaining to self, i.e. one's own; by implication, private or separate
G2299	θεά	a female deity
G3593	ὁδεύω	to travel
G5569	ψευδάδελφος	a spurious brother, i.e. pretended associate
G2300	θεάομαι	to look closely at, i.e. (by implication) perceive (literally or figuratively); by extension to visit
G2996	Λασαία	Lasæa, a place in Crete
G4313	προπορεύομαι	to precede (as guide or herald)
G3696	ὅπλον	an implement or utensil or tool (literally or figuratively, especially, offensive for war)
G5395	φλόξ	a blaze
G2100	εὐαρεστέω	to gratify entirely
G1187	δεξιολάβος	a guardsman (as if taking the right) or light-armed soldier
G360	ἀναλύω	to break up, i.e. depart (literally or figuratively)
G3628	οἰκτιρμός	pity
G1253	διάκρισις	judicial estimation
G3987	πειράω	to test (subjectively), i.e. (reflexively) to attempt
G3312	μεριστής	an apportioner (administrator)
G3652	Ὀλυμπᾶς	Olympas, a Christian
G205	ἀκροθίνιον	properly (in the plural) the top of the heap, i.e. (by implication) best of the booty
G1690	ἐμβριμάομαι	to have indignation on, i.e. (transitively) to blame, (intransitively) to sigh with chagrin, (specially) to sternly enjoin
G1530	εἰσπηδάω	to rush in
G3	Ἀβαδδών	a destroying angel
G3825	πάλιν	(adverbially) anew, i.e. (of place) back, (of time) once more, or (conjunctionally) furthermore or on the other hand
G4756	στρατιά	from the base of G4766 (στρατιά), as encamped); camp-likeness, i.e. an army, i.e. (figuratively) the angels, the celestial luminaries
G201	ἀκροατήριον	an audience-room
G3689	ὄντως	really
G1399	δούλη	a female slave (involuntarily or voluntarily)
G2198	ζάω	to live (literally or figuratively)
G2139	εὐπερίστατος	well standing around, i.e. (a competitor) thwarting (a racer) in every direction (figuratively, of sin in genitive case)
G1480	ἐθίζω	to accustom, i.e. (neuter passive participle) customary
G4533	Σαλμών	Salmon, an Israelite
G5392	φιμόω	to muzzle
G3478	Ναζαρέτ	Nazareth or Nazaret, a place in Palestine
G3761	οὐδέ	not however, i.e. neither, nor, not even
G2933	κτῆμα	an acquirement, i.e. estate
G2632	κατακρίνω	to judge against, i.e. sentence
G5010	τάξις	regular arrangement, i.e. (in time) fixed succession (of rank or character), official dignity
G4687	σπείρω	to scatter, i.e. sow (literally or figuratively)
G2313	θεομαχέω	to resist deity
G4881	συναπόλλυμι	to destroy (middle voice or passively, be slain) in company with
G4581	Σελεύκεια	Seleuceia, a place in Syria
G2028	ἐπονομάζω	to name further, i.e. denominate
G3059	λοιδορία	slander or vituperation
G2088	ἑτέρως	differently
G5336	φάτνη	a crib (for fodder)
G1270	διανόημα	something thought through, i.e. a sentiment
G1909	ἐπί	properly, meaning superimposition (of time, place, order, etc.), as a relation of distribution (with the genitive case), i.e. over, upon, etc.; of rest (with the dative case) at, on, etc.; of direction (with the accusative case) towards, upon, etc.
G4420	πτέρυξ	a wing
G3657	ὁμιλία	companionship ("homily"), i.e. (by implication) intercourse
G2052	ἐριθεία	properly, intrigue, i.e. (by implication) faction
G3202	μεμψίμοιρος	akin to the base of G3313 (μεμψίμοιρος)); blaming fate, i.e. querulous (discontented)
G119	ἄθλησις	a struggle (figuratively)
G1277	διαπλέω	to sail through
G1606	ἐκπνέω	to expire
G962	Βηθαβαρά	ferry-house; Bethabara (i.e. Bethabarah), a place on the Jordan
G5119	τότε	the when, i.e. at the time that (of the past or future, also in consecution)
G5	Ἀββᾶ	father as a vocative
G4771	σύ	thou
G3151	ματαιολόγος	an idle (i.e. senseless or mischievous) talker, i.e. a wrangler
G1433	δωρέομαι	to bestow gratuitously
G418	ἀνένδεκτος	unadmitted, i.e. (by implication) not supposable
G1844	ἐξορκίζω	to exact an oath, i.e. conjure
G5501	χείρων	from an obsolete equivalent (of uncertain derivation); more evil or aggravated (physically, mentally or morally)
G2140	εὐποιΐα	well-doing, i.e. beneficence
G5614	ὡσαννά	oh save!; hosanna (i.e. hoshia-na), an exclamation of adoration
G4280	προερέω	used as alternate of G4277 (προερέω); to say already, predict
G4032	περικρύπτω	to conceal all around, i.e. entirely
G5118	τοσοῦτος	apparently from G3588 (τοσοῦτος) and G3739 (τοσοῦτος)) and G3778 (τοσοῦτος) (including its variations); so vast as this, i.e. such (in quantity, amount, number of space)
G4556	σάρδιος	sardian (3037 being implied), i.e. (as noun) the gem so called
G463	ἀνοχή	self-restraint, i.e. tolerance
G886	ἀχειροποίητος	unmanufactured, i.e. inartificial
G3828	Παμφυλία	every-tribal, i.e. heterogeneous (G5561 (Παμφυλία) being implied); Pamphylia, a region of Asia Minor
G2731	κατοίκησις	residence (properly, the act; but by implication, concretely, the mansion)
G481	ἀντικρύ	opposite
G3379	μή ποτε	not ever; also if (or lest) ever (or perhaps)
G4066	περίχωρος	around the region, i.e. circumjacent (as noun, with G1093 (περίχωρος) implied vicinity)
G3039	λικμάω	to winnow, i.e. (by analogy), to triturate
